Student ID,Student Name,Gender,Age,Department,Year,Semester,Subject,Internal Marks,Assignment Marks,Practical Marks,Theory Marks,Total Marks,Grade,GPA,Attendance Percentage,Pass/Fail Status
S0789,Student 0789,Male,21,Civil,1,8,Mathematics,26,7,14,27,74,A,7.67,69,Fail
S0790,Student 0790,Female,19,Computer Science,4,8,DBMS,30,6,13,47,96,O,9.51,67,Fail
S0791,Student 0791,Female,20,Mechanical,4,1,DBMS,20,10,10,29,69,B+,6.9,55,Fail
S0792,Student 0792,Male,19,Computer Science,4,7,Mathematics,30,9,12,30,81,A+,7.53,92,Pass
S0793,Student 0793,Male,20,Computer Science,3,7,Cloud Computing,21,9,9,37,76,A,7.23,79,Pass
S0794,Student 0794,Male,19,Civil,4,5,Python,20,6,10,21,57,B,5.82,99,Pass
S0795,Student 0795,Male,20,Computer Science,1,7,DBMS,21,7,12,41,81,A+,7.58,88,Pass
S0796,Student 0796,Female,23,Civil,1,3,DBMS,24,9,10,23,66,B+,6.64,63,Fail
S0797,Student 0797,Male,22,Information Technology,4,4,Data Structures,21,8,14,46,89,A+,9.1,100,Pass
S0798,Student 0798,Female,18,Civil,3,4,Machine Learning,29,9,12,26,76,A,8.19,55,Fail
S0799,Student 0799,Female,23,Mechanical,2,6,Machine Learning,25,9,15,38,87,A+,8.98,57,Fail
S0800,Student 0800,Female,21,Mechanical,3,5,Cloud Computing,27,7,14,27,75,A,7.98,66,Fail
S0801,Student 0801,Female,23,Mechanical,2,2,Cloud Computing,29,6,11,48,94,O,9.13,65,Fail
S0802,Student 0802,Female,21,Information Technology,2,8,Cloud Computing,30,10,9,31,80,A+,8.31,59,Fail
S0803,Student 0803,Female,21,Mechanical,2,5,Data Structures,26,6,15,20,67,B+,6.87,59,Fail
S0804,Student 0804,Female,23,Electronics,4,4,Cloud Computing,18,6,12,23,59,B,6.4,100,Pass
S0805,Student 0805,Female,24,Mechanical,4,8,Python,19,10,11,42,82,A+,7.77,83,Pass
S0806,Student 0806,Male,18,Computer Science,2,1,Machine Learning,19,7,12,23,61,B+,6.39,89,Pass
S0807,Student 0807,Male,21,Information Technology,3,3,Cloud Computing,23,7,11,42,83,A+,8.77,57,Fail
S0808,Student 0808,Female,24,Information Technology,1,7,Mathematics,22,9,8,39,78,A,7.26,55,Fail
S0809,Student 0809,Female,24,Computer Science,2,6,Data Structures,21,6,8,33,68,B+,7.39,56,Fail
S0810,Student 0810,Female,20,Computer Science,1,4,Python,30,7,10,21,68,B+,6.82,81,Pass
S0811,Student 0811,Female,19,Civil,2,4,Machine Learning,24,9,9,27,69,B+,6.43,68,Fail
S0812,Student 0812,Female,23,Information Technology,4,6,Python,24,7,15,27,73,A,7.49,59,Fail
S0813,Student 0813,Male,23,Civil,3,1,Python,21,9,12,44,86,A+,8.6,93,Pass
S0814,Student 0814,Male,23,Civil,2,5,Python,27,8,14,41,90,O,8.56,99,Pass
S0815,Student 0815,Male,22,Electronics,4,2,DBMS,18,10,15,32,75,A,7.67,87,Pass
S0816,Student 0816,Male,18,Civil,1,4,Python,27,6,12,27,72,A,7.51,82,Pass
S0817,Student 0817,Female,23,Computer Science,3,8,DBMS,21,7,14,26,68,B+,6.25,96,Pass
S0818,Student 0818,Male,24,Electronics,2,5,DBMS,28,6,14,40,88,A+,9.1,73,Fail
S0819,Student 0819,Male,22,Electronics,3,4,Data Structures,26,6,11,45,88,A+,9.04,98,Pass
S0820,Student 0820,Male,18,Mechanical,3,3,Cloud Computing,28,6,9,47,90,O,8.48,86,Pass
S0821,Student 0821,Female,20,Computer Science,2,3,Python,20,10,11,27,68,B+,6.29,87,Pass
S0822,Student 0822,Male,20,Computer Science,2,4,Cloud Computing,20,10,11,29,70,A,7.09,73,Fail
S0823,Student 0823,Female,24,Mechanical,1,6,Cloud Computing,24,7,15,34,80,A+,8.01,82,Pass
S0824,Student 0824,Male,20,Computer Science,4,1,Cloud Computing,24,6,12,39,81,A+,7.68,89,Pass
S0825,Student 0825,Female,19,Mechanical,4,5,Cloud Computing,22,9,15,22,68,B+,6.36,76,Pass
S0826,Student 0826,Female,21,Computer Science,2,1,Python,26,8,15,32,81,A+,8.63,81,Pass
S0827,Student 0827,Female,20,Mechanical,3,2,Cloud Computing,18,6,14,49,87,A+,8.29,91,Pass
S0828,Student 0828,Male,24,Electronics,4,6,Mathematics,18,9,14,43,84,A+,8.09,70,Fail
S0829,Student 0829,Male,18,Electronics,1,3,DBMS,27,9,10,28,74,A,7.52,70,Fail
S0830,Student 0830,Male,24,Information Technology,1,7,Cloud Computing,29,10,9,36,84,A+,8.85,67,Fail
S0831,Student 0831,Male,18,Mechanical,3,5,Machine Learning,26,9,12,43,90,O,9.3,81,Pass
S0832,Student 0832,Male,24,Civil,3,3,DBMS,29,7,14,42,92,O,8.61,74,Fail
S0833,Student 0833,Male,19,Mechanical,1,2,Python,30,9,14,40,93,O,9.58,73,Fail
S0834,Student 0834,Male,19,Electronics,2,3,Data Structures,25,7,9,34,75,A,7.88,91,Pass
S0835,Student 0835,Female,18,Information Technology,2,4,DBMS,24,9,9,47,89,A+,8.5,95,Pass
S0836,Student 0836,Male,18,Mechanical,1,5,Python,23,6,11,35,75,A,7.71,86,Pass
S0837,Student 0837,Female,22,Information Technology,3,1,Mathematics,27,6,9,26,68,B+,7.15,88,Pass
S0838,Student 0838,Female,20,Civil,3,8,Cloud Computing,30,8,14,30,82,A+,8.42,78,Pass
S0839,Student 0839,Male,21,Computer Science,3,7,Cloud Computing,27,6,13,47,93,O,9.67,76,Pass
S0840,Student 0840,Male,20,Mechanical,2,1,Machine Learning,19,10,12,50,91,O,9.4,99,Pass
S0841,Student 0841,Male,24,Mechanical,4,7,Mathematics,21,6,13,20,60,B+,5.83,95,Pass
S0842,Student 0842,Female,23,Electronics,4,4,Machine Learning,25,9,9,31,74,A,7.93,82,Pass
S0843,Student 0843,Female,24,Information Technology,4,5,Machine Learning,21,7,8,24,60,B+,6.36,86,Pass
S0844,Student 0844,Male,18,Civil,4,3,Cloud Computing,19,9,11,27,66,B+,6.2,68,Fail
S0845,Student 0845,Male,23,Mechanical,1,3,DBMS,24,8,11,43,86,A+,8.8,71,Fail
S0846,Student 0846,Female,23,Computer Science,4,2,Mathematics,23,7,9,40,79,A,7.75,76,Pass
S0847,Student 0847,Male,23,Civil,4,4,Data Structures,22,6,12,22,62,B+,5.71,62,Fail
S0848,Student 0848,Male,24,Information Technology,3,3,DBMS,24,10,8,29,71,A,7.21,58,Fail
S0849,Student 0849,Female,20,Mechanical,4,6,DBMS,30,7,11,23,71,A,6.51,80,Pass
S0850,Student 0850,Male,22,Computer Science,3,4,Cloud Computing,28,9,10,39,86,A+,8.18,73,Fail
S0851,Student 0851,Female,18,Electronics,3,2,DBMS,29,10,15,40,94,O,9.39,68,Fail
S0852,Student 0852,Female,20,Electronics,2,4,Mathematics,30,7,8,49,94,O,9.83,66,Fail
S0853,Student 0853,Female,20,Computer Science,1,7,DBMS,24,9,13,44,90,O,8.87,80,Pass
S0854,Student 0854,Male,22,Computer Science,4,2,Data Structures,23,10,8,47,88,A+,8.56,100,Pass
S0855,Student 0855,Male,20,Computer Science,4,8,DBMS,20,7,11,45,83,A+,8.58,67,Fail
S0856,Student 0856,Male,18,Civil,1,3,Cloud Computing,24,7,8,23,62,B+,6.77,77,Pass
S0857,Student 0857,Female,20,Information Technology,3,7,Data Structures,28,9,11,21,69,B+,6.59,62,Fail
S0858,Student 0858,Female,20,Civil,2,7,Mathematics,30,6,15,47,98,O,9.66,96,Pass
S0859,Student 0859,Female,20,Information Technology,1,2,Python,19,9,11,20,59,B,5.99,92,Pass
S0860,Student 0860,Male,23,Information Technology,2,7,Cloud Computing,28,9,12,38,87,A+,8.22,63,Fail
S0861,Student 0861,Male,24,Civil,2,7,Mathematics,18,9,15,22,64,B+,6.8,88,Pass
S0862,Student 0862,Male,18,Computer Science,1,3,Machine Learning,29,7,8,37,81,A+,8.46,83,Pass
S0863,Student 0863,Female,22,Computer Science,2,3,Python,26,8,8,22,64,B+,6.41,62,Fail
S0864,Student 0864,Female,23,Computer Science,4,1,Data Structures,22,6,12,41,81,A+,8.03,89,Pass
S0865,Student 0865,Male,19,Electronics,3,4,Mathematics,19,6,11,21,57,B,5.27,67,Fail
S0866,Student 0866,Female,23,Civil,2,6,DBMS,20,10,14,22,66,B+,6.31,90,Pass
S0867,Student 0867,Female,23,Computer Science,4,8,Python,22,9,10,37,78,A,7.28,68,Fail
S0868,Student 0868,Male,18,Computer Science,3,3,Cloud Computing,20,8,14,32,74,A,7.96,56,Fail
S0869,Student 0869,Female,24,Electronics,1,2,Mathematics,26,9,9,30,74,A,6.91,95,Pass
S0870,Student 0870,Male,19,Electronics,2,4,DBMS,18,6,14,27,65,B+,7.04,79,Pass
S0871,Student 0871,Male,19,Civil,3,8,Python,26,8,12,37,83,A+,8.43,72,Fail
S0872,Student 0872,Male,23,Electronics,4,3,DBMS,30,10,14,35,89,A+,8.45,92,Pass
S0873,Student 0873,Male,23,Civil,2,3,Data Structures,24,10,12,21,67,B+,7.27,95,Pass
S0874,Student 0874,Female,22,Civil,4,8,Data Structures,25,8,15,36,84,A+,8.13,73,Fail
S0875,Student 0875,Male,18,Computer Science,3,2,DBMS,24,8,9,40,81,A+,7.59,60,Fail
S0876,Student 0876,Female,23,Computer Science,1,2,Mathematics,22,10,15,45,92,O,9.75,55,Fail
S0877,Student 0877,Male,23,Civil,2,8,Cloud Computing,26,10,9,32,77,A,7.84,55,Fail
S0878,Student 0878,Male,19,Mechanical,3,4,Mathematics,28,10,8,39,85,A+,9.06,83,Pass
S0879,Student 0879,Male,20,Information Technology,3,3,Machine Learning,23,6,14,35,78,A,7.4,79,Pass
S0880,Student 0880,Female,19,Computer Science,1,5,DBMS,25,8,12,26,71,A,7.39,55,Fail
S0881,Student 0881,Female,20,Electronics,1,8,Machine Learning,25,6,13,20,64,B+,6.35,94,Pass
S0882,Student 0882,Male,18,Information Technology,1,6,Mathematics,20,9,13,20,62,B+,6.12,61,Fail
S0883,Student 0883,Female,21,Civil,2,7,Python,25,6,10,44,85,A+,8.2,97,Pass
S0884,Student 0884,Female,19,Electronics,3,6,Cloud Computing,20,10,12,23,65,B+,6.69,83,Pass
S0885,Student 0885,Female,21,Computer Science,3,7,Python,23,7,9,26,65,B+,5.95,73,Fail
S0886,Student 0886,Female,24,Electronics,1,3,Mathematics,21,9,12,23,65,B+,6.49,81,Pass
S0887,Student 0887,Male,19,Computer Science,3,7,Machine Learning,29,9,10,23,71,A,7.45,61,Fail
S0888,Student 0888,Female,20,Electronics,1,4,Python,28,8,14,39,89,A+,8.82,55,Fail
S0889,Student 0889,Female,23,Mechanical,1,7,Data Structures,27,7,10,27,71,A,7.42,72,Fail
S0890,Student 0890,Male,19,Computer Science,4,4,Cloud Computing,29,6,10,26,71,A,7.25,92,Pass
S0891,Student 0891,Male,24,Information Technology,2,7,Python,22,7,10,33,72,A,7.34,56,Fail
S0892,Student 0892,Female,23,Information Technology,4,7,Machine Learning,22,7,11,30,70,A,6.98,82,Pass
S0893,Student 0893,Male,19,Information Technology,3,2,DBMS,23,8,13,42,86,A+,8.3,81,Pass
S0894,Student 0894,Male,21,Information Technology,1,1,Mathematics,29,8,11,29,77,A,7.44,85,Pass
S0895,Student 0895,Male,20,Computer Science,3,8,DBMS,23,8,9,23,63,B+,5.72,97,Pass
S0896,Student 0896,Male,19,Electronics,3,6,Data Structures,28,8,11,38,85,A+,8.0,79,Pass
S0897,Student 0897,Male,22,Civil,1,1,Machine Learning,28,7,11,42,88,A+,9.31,83,Pass
S0898,Student 0898,Female,24,Civil,3,5,Mathematics,25,7,10,21,63,B+,5.93,63,Fail
S0899,Student 0899,Male,19,Civil,3,6,Cloud Computing,28,6,14,22,70,A,6.9,85,Pass
S0900,Student 0900,Female,21,Civil,3,3,DBMS,18,10,8,45,81,A+,7.73,99,Pass
S0901,Student 0901,Female,19,Civil,1,3,Cloud Computing,30,10,14,37,91,O,8.98,79,Pass
S0902,Student 0902,Female,20,Computer Science,1,3,Machine Learning,21,10,8,48,87,A+,8.65,87,Pass
S0903,Student 0903,Male,23,Computer Science,3,5,Machine Learning,19,7,11,21,58,B,5.49,89,Pass
S0904,Student 0904,Male,23,Computer Science,3,3,DBMS,30,6,11,46,93,O,9.34,68,Fail
S0905,Student 0905,Female,20,Electronics,3,6,Python,29,10,12,43,94,O,9.29,63,Fail
S0906,Student 0906,Male,23,Information Technology,1,6,Data Structures,29,8,10,28,75,A,7.54,56,Fail
S0907,Student 0907,Female,19,Mechanical,3,4,Cloud Computing,21,8,12,26,67,B+,6.86,92,Pass
S0908,Student 0908,Male,19,Mechanical,2,7,DBMS,20,9,9,35,73,A,7.25,66,Fail
S0909,Student 0909,Male,18,Civil,4,3,Mathematics,22,6,12,25,65,B+,6.88,66,Fail
S0910,Student 0910,Male,22,Computer Science,1,7,Data Structures,25,9,9,43,86,A+,8.16,88,Pass
S0911,Student 0911,Female,19,Information Technology,4,7,Python,19,6,8,24,57,B,6.02,70,Fail
S0912,Student 0912,Female,24,Civil,1,1,Python,26,8,9,26,69,B+,6.88,63,Fail
S0913,Student 0913,Male,18,Computer Science,3,6,Cloud Computing,20,7,8,37,72,A,6.92,99,Pass
S0914,Student 0914,Female,21,Information Technology,1,5,Python,26,9,10,20,65,B+,5.93,69,Fail
S0915,Student 0915,Male,18,Computer Science,3,5,Data Structures,28,9,9,35,81,A+,8.69,65,Fail
S0916,Student 0916,Male,19,Electronics,3,2,Machine Learning,23,6,13,49,91,O,9.57,60,Fail
S0917,Student 0917,Male,20,Mechanical,3,3,Mathematics,24,7,12,39,82,A+,8.02,73,Fail
S0918,Student 0918,Male,20,Mechanical,3,5,Mathematics,30,6,8,47,91,O,9.43,64,Fail
S0919,Student 0919,Female,19,Computer Science,4,8,Mathematics,30,9,9,23,71,A,7.01,91,Pass
S0920,Student 0920,Female,22,Information Technology,3,3,Data Structures,30,9,13,30,82,A+,8.11,86,Pass
S0921,Student 0921,Male,21,Electronics,2,4,Cloud Computing,24,10,15,37,86,A+,8.59,89,Pass
S0922,Student 0922,Male,20,Information Technology,4,4,Mathematics,19,7,13,20,59,B,6.49,68,Fail
S0923,Student 0923,Male,24,Civil,4,3,Python,18,8,13,47,86,A+,8.35,63,Fail
S0924,Student 0924,Female,23,Civil,4,4,Data Structures,21,6,10,23,60,B+,6.24,99,Pass
S0925,Student 0925,Male,19,Information Technology,4,6,Python,29,6,9,35,79,A,8.34,93,Pass
S0926,Student 0926,Male,23,Electronics,2,2,Data Structures,19,6,14,24,63,B+,6.26,66,Fail
S0927,Student 0927,Female,18,Civil,3,8,Cloud Computing,29,8,15,45,97,O,9.93,96,Pass
S0928,Student 0928,Female,22,Computer Science,1,1,Machine Learning,30,7,10,20,67,B+,7.1,80,Pass
S0929,Student 0929,Male,23,Electronics,3,4,Cloud Computing,20,8,9,36,73,A,7.87,79,Pass
S0930,Student 0930,Female,23,Computer Science,4,1,Data Structures,24,7,9,46,86,A+,8.56,99,Pass
S0931,Student 0931,Male,20,Mechanical,4,3,Python,30,8,14,26,78,A,7.33,72,Fail
S0932,Student 0932,Female,19,Civil,3,1,Data Structures,22,7,9,22,60,B+,6.12,68,Fail
S0933,Student 0933,Female,18,Civil,2,1,Data Structures,22,6,8,38,74,A,6.85,85,Pass
S0934,Student 0934,Male,23,Electronics,1,6,DBMS,24,10,11,30,75,A,7.77,80,Pass
S0935,Student 0935,Female,22,Information Technology,3,7,Mathematics,26,6,10,20,62,B+,6.56,92,Pass
S0936,Student 0936,Male,19,Information Technology,3,3,Data Structures,28,9,9,48,94,O,8.91,95,Pass
S0937,Student 0937,Female,18,Computer Science,2,6,Cloud Computing,30,7,13,29,79,A,8.05,78,Pass
S0938,Student 0938,Male,24,Mechanical,2,4,Machine Learning,27,6,10,38,81,A+,8.69,95,Pass
S0939,Student 0939,Female,19,Information Technology,2,5,Machine Learning,30,6,15,23,74,A,7.18,84,Pass
S0940,Student 0940,Female,20,Information Technology,3,6,DBMS,19,6,10,42,77,A,7.41,84,Pass
S0941,Student 0941,Male,21,Mechanical,2,2,Machine Learning,25,6,13,47,91,O,8.98,73,Fail
S0942,Student 0942,Male,23,Electronics,3,6,Python,28,9,15,28,80,A+,7.45,98,Pass
S0943,Student 0943,Male,21,Computer Science,1,3,Python,22,9,10,38,79,A,8.32,80,Pass
S0944,Student 0944,Male,21,Mechanical,1,6,Cloud Computing,25,10,15,23,73,A,6.92,60,Fail
S0945,Student 0945,Female,18,Mechanical,2,7,DBMS,19,8,13,39,79,A,7.56,86,Pass
S0946,Student 0946,Male,22,Electronics,4,1,Machine Learning,20,9,10,40,79,A,7.68,68,Fail
S0947,Student 0947,Female,20,Mechanical,1,6,Cloud Computing,25,7,8,26,66,B+,7.14,56,Fail
S0948,Student 0948,Female,24,Electronics,2,2,Data Structures,19,8,14,22,63,B+,6.75,74,Fail
S0949,Student 0949,Female,21,Mechanical,2,5,Data Structures,18,6,14,30,68,B+,6.4,74,Fail
S0950,Student 0950,Male,18,Mechanical,4,3,Mathematics,24,8,14,46,92,O,9.27,55,Fail
S0951,Student 0951,Female,24,Civil,2,6,Mathematics,29,8,8,24,69,B+,7.42,84,Pass
S0952,Student 0952,Male,18,Electronics,1,7,DBMS,26,6,15,50,97,O,9.86,63,Fail
S0953,Student 0953,Male,23,Computer Science,2,7,Mathematics,26,7,14,26,73,A,6.95,77,Pass
S0954,Student 0954,Female,21,Civil,1,6,DBMS,18,8,12,36,74,A,7.64,62,Fail
S0955,Student 0955,Female,19,Mechanical,3,6,Machine Learning,24,10,13,23,70,A,6.95,66,Fail
S0956,Student 0956,Male,18,Civil,2,7,Cloud Computing,22,9,12,42,85,A+,9.03,94,Pass
S0957,Student 0957,Male,23,Information Technology,1,1,Machine Learning,24,6,15,43,88,A+,9.31,94,Pass
S0958,Student 0958,Female,18,Mechanical,1,5,Cloud Computing,21,7,15,37,80,A+,7.54,79,Pass
S0959,Student 0959,Female,20,Electronics,4,7,Mathematics,29,9,8,50,96,O,9.94,78,Pass
S0960,Student 0960,Female,24,Electronics,3,7,Mathematics,21,6,14,21,62,B+,5.63,55,Fail
S0961,Student 0961,Female,24,Civil,3,6,Data Structures,27,9,11,37,84,A+,8.03,80,Pass
S0962,Student 0962,Female,19,Information Technology,4,3,Mathematics,24,7,14,48,93,O,9.32,75,Pass
S0963,Student 0963,Female,19,Information Technology,2,2,Mathematics,27,9,12,46,94,O,8.99,90,Pass
S0964,Student 0964,Male,22,Information Technology,1,1,Cloud Computing,18,10,10,20,58,B,6.05,94,Pass
S0965,Student 0965,Female,19,Mechanical,1,3,Cloud Computing,28,8,10,27,73,A,7.78,96,Pass
S0966,Student 0966,Male,18,Civil,2,7,DBMS,28,6,12,22,68,B+,6.95,64,Fail
S0967,Student 0967,Female,24,Mechanical,1,2,Data Structures,22,8,10,22,62,B+,6.19,59,Fail
S0968,Student 0968,Male,19,Computer Science,4,2,Cloud Computing,30,6,14,22,72,A,7.75,86,Pass
S0969,Student 0969,Male,18,Mechanical,4,6,Mathematics,25,7,10,29,71,A,7.58,55,Fail
S0970,Student 0970,Male,19,Electronics,3,8,Machine Learning,27,10,8,25,70,A,7.29,88,Pass
S0971,Student 0971,Male,18,Civil,1,1,Machine Learning,26,7,11,47,91,O,8.64,78,Pass
S0972,Student 0972,Male,20,Electronics,2,4,Python,29,7,12,28,76,A,7.24,85,Pass
S0973,Student 0973,Female,19,Civil,3,8,Mathematics,30,9,14,36,89,A+,9.41,80,Pass
S0974,Student 0974,Female,21,Computer Science,3,7,Python,27,10,12,25,74,A,7.94,68,Fail
S0975,Student 0975,Female,23,Mechanical,4,5,DBMS,27,6,14,33,80,A+,8.08,67,Fail
S0976,Student 0976,Female,21,Information Technology,4,3,Python,26,8,14,29,77,A,8.09,93,Pass
S0977,Student 0977,Female,20,Information Technology,1,3,DBMS,24,7,13,27,71,A,6.76,59,Fail
S0978,Student 0978,Female,19,Computer Science,3,2,Python,23,6,13,26,68,B+,6.88,84,Pass
S0979,Student 0979,Male,22,Civil,1,7,DBMS,27,7,11,23,68,B+,6.53,90,Pass
S0980,Student 0980,Female,21,Mechanical,4,6,DBMS,21,7,8,45,81,A+,8.1,86,Pass
S0981,Student 0981,Male,23,Information Technology,1,8,Data Structures,27,8,14,27,76,A,7.03,91,Pass
S0982,Student 0982,Male,20,Civil,1,8,DBMS,20,9,8,48,85,A+,9.0,89,Pass
S0983,Student 0983,Female,18,Information Technology,1,8,Python,30,9,12,28,79,A,8.2,75,Pass
S0984,Student 0984,Male,24,Civil,3,8,Machine Learning,18,9,12,42,81,A+,8.09,84,Pass
S0985,Student 0985,Female,19,Electronics,1,1,Data Structures,18,6,10,23,57,B,6.13,75,Pass
S0986,Student 0986,Female,24,Computer Science,1,4,Mathematics,30,8,8,49,95,O,9.94,99,Pass
S0987,Student 0987,Female,20,Information Technology,1,1,DBMS,19,8,13,42,82,A+,8.55,94,Pass
S0988,Student 0988,Female,23,Computer Science,2,8,Python,20,8,10,44,82,A+,8.67,92,Pass
S0989,Student 0989,Female,24,Mechanical,1,4,Machine Learning,25,9,12,30,76,A,7.27,85,Pass
S0990,Student 0990,Male,23,Electronics,1,6,Machine Learning,21,7,9,22,59,B,5.37,86,Pass
S0991,Student 0991,Female,24,Computer Science,4,7,Data Structures,25,6,13,26,70,A,7.31,92,Pass
S0992,Student 0992,Female,24,Electronics,4,3,Machine Learning,19,7,11,49,86,A+,8.46,78,Pass
S0993,Student 0993,Male,19,Civil,2,7,Data Structures,19,8,14,25,66,B+,6.37,98,Pass
S0994,Student 0994,Female,20,Mechanical,1,2,Data Structures,18,9,10,28,65,B+,6.47,56,Fail
S0995,Student 0995,Female,18,Electronics,1,2,DBMS,24,7,10,32,73,A,7.22,87,Pass
S0996,Student 0996,Male,22,Mechanical,3,6,Python,18,9,14,26,67,B+,6.33,73,Fail
S0997,Student 0997,Male,18,Electronics,4,7,Python,28,6,11,50,95,O,9.16,62,Fail
S0998,Student 0998,Female,21,Civil,3,4,Python,26,6,12,27,71,A,7.34,94,Pass
S0999,Student 0999,Female,23,Mechanical,1,4,Mathematics,29,8,15,26,78,A,8.14,65,Fail
S1000,Student 1000,Male,19,Electronics,3,1,Python,20,10,15,43,88,A+,9.22,74,Fail
